time,value
2018-05-04 00:05:00,439.11421832093123
2018-05-04 01:05:00,442.0687270317326
2018-05-04 02:05:00,423.77066451528896
2018-05-04 03:05:00,401.6554951701088
2018-05-04 04:05:00,407.4376137658859
2018-05-04 05:05:00,414.453600544402
2018-05-04 06:05:00,399.0139981073732
2018-05-04 07:05:00,370.37860301747077
2018-05-04 08:05:00,377.06394595180865
2018-05-04 09:05:00,397.02185853717594
2018-05-04 10:05:00,394.97326505398945
2018-05-04 11:05:00,394.96959980370076
2018-05-04 12:05:00,399.3006268547805
2018-05-04 13:05:00,397.58856852814915
2018-05-04 14:05:00,391.2994709591497
2018-05-04 15:05:00,390.9022182231288
2018-05-04 16:05:00,373.9149821110405
2018-05-04 17:05:00,376.1161847979892
2018-05-04 18:05:00,376.87543943721244
2018-05-04 19:05:00,370.1099092650602
2018-05-04 20:05:00,383.0448458066559
2018-05-04 21:05:00,351.68321093035746
2018-05-04 22:05:00,380.395806272981
2018-05-04 23:05:00,418.9499363524111
2018-05-05 00:05:00,420.72345408274134
2018-05-05 01:05:00,432.39918267476855
2018-05-05 02:05:00,444.09459210205125
2018-05-05 03:05:00,460.3494119209469
2018-05-05 04:05:00,456.3195663015333
2018-05-05 05:05:00,451.50362672267545
2018-05-05 06:05:00,440.83032850961786
2018-05-05 07:05:00,436.9909854826252
2018-05-05 08:05:00,436.8708167698922
2018-05-05 09:05:00,450.9114914247943
2018-05-05 10:05:00,436.5775896300398
2018-05-05 11:05:00,431.8650275214236
2018-05-05 12:05:00,431.91834999315574
2018-05-05 13:05:00,428.89058380856045
2018-05-05 14:05:00,427.09075472729467
2018-05-05 15:05:00,423.32031811794485
2018-05-05 16:05:00,420.3222494426441
2018-05-05 17:05:00,412.63643160120137
2018-05-05 18:05:00,402.1285258845415
2018-05-05 19:05:00,386.942037230488
2018-05-05 20:05:00,390.01349325464287
2018-05-05 21:05:00,398.55519754517104
2018-05-05 22:05:00,403.90996016186233
2018-05-05 23:05:00,406.4850694989021
2018-05-06 00:05:00,404.15026744160275
2018-05-06 01:05:00,409.26344700812984
2018-05-06 02:05:00,416.5542437084985
2018-05-06 03:05:00,424.1728424090077
2018-05-06 04:05:00,423.4082880127646
2018-05-06 05:05:00,425.8663123265338
2018-05-06 06:05:00,401.9033806474892
2018-05-06 07:05:00,402.45838029515284
2018-05-06 08:05:00,405.8932896116328
2018-05-06 09:05:00,415.41500509389
2018-05-06 10:05:00,422.8429664037349
2018-05-06 11:05:00,422.19692039577296
2018-05-06 12:05:00,434.48220599390834
2018-05-06 13:05:00,439.79327863684216
2018-05-06 14:05:00,445.841445319422
2018-05-06 15:05:00,461.71395513453353
2018-05-06 16:05:00,454.00253374161355
2018-05-06 17:05:00,468.23028526522876
2018-05-06 18:05:00,463.1528564703774
2018-05-06 19:05:00,455.3414007139605
2018-05-06 20:05:00,447.32043468408733
2018-05-06 21:05:00,439.34189000501954
2018-05-06 22:05:00,438.86708105304155
2018-05-06 23:05:00,447.6548622878462
2018-05-07 00:05:00,446.6206482003581
2018-05-07 01:05:00,452.23687712331173
2018-05-07 02:05:00,460.19574234480353
2018-05-07 03:05:00,462.4686780064282
2018-05-07 04:05:00,454.598148459215
2018-05-07 05:05:00,440.11700174636746
2018-05-07 06:05:00,414.62214973068114
2018-05-07 07:05:00,403.6751447616353
2018-05-07 08:05:00,394.9947857978841
2018-05-07 09:05:00,369.8648071914691
2018-05-07 10:05:00,362.34523190638146
2018-05-07 11:05:00,391.10596883068854
2018-05-07 12:05:00,376.3215785942131
2018-05-07 13:05:00,393.6476372927109
2018-05-07 14:05:00,402.57610981162065
2018-05-07 15:05:00,420.6882573157017
2018-05-07 16:05:00,425.2534784456907
2018-05-07 17:05:00,424.26871406392144
2018-05-07 18:05:00,429.0084710171786
2018-05-07 19:05:00,429.76926985015524
2018-05-07 20:05:00,420.71554201306463
2018-05-07 21:05:00,424.34830030274276
2018-05-07 22:05:00,428.8201762232994
2018-05-07 23:05:00,414.25173272889145
2018-05-08 00:05:00,401.26424292082487
2018-05-08 01:05:00,406.2198494484199
2018-05-08 02:05:00,405.3715445717144
2018-05-08 03:05:00,414.516556645771
2018-05-08 04:05:00,421.0037805456421
2018-05-08 05:05:00,449.3299007401277
2018-05-08 06:05:00,405.0941308770594
2018-05-08 07:05:00,399.86220307970063
2018-05-08 08:05:00,396.79862429494807
2018-05-08 09:05:00,401.84454726799095
2018-05-08 10:05:00,395.7395619619228
2018-05-08 11:05:00,406.5760768823473
2018-05-08 12:05:00,406.42242915888994
2018-05-08 13:05:00,405.43992138768704
2018-05-08 14:05:00,407.2142918387956
2018-05-08 15:05:00,402.0928066699664
2018-05-08 16:05:00,407.52772846518025
2018-05-08 17:05:00,409.8221451748087
2018-05-08 18:05:00,391.4799211700296
2018-05-08 19:05:00,391.9147881627229
2018-05-08 20:05:00,376.91749613688023
2018-05-08 21:05:00,386.98537868842016
2018-05-08 22:05:00,386.5923724111983
2018-05-08 23:05:00,408.1382808943782
2018-05-09 00:05:00,389.63603543465615
2018-05-09 01:05:00,372.9175408570736
2018-05-09 02:05:00,349.55367308203967
2018-05-09 03:05:00,325.3134763046529
2018-05-09 04:05:00,329.60032947004817
2018-05-09 05:05:00,324.3542299466579
2018-05-09 06:05:00,357.0550843032924
2018-05-09 07:05:00,373.0159013518864
2018-05-09 08:05:00,385.47698544205275
2018-05-09 09:05:00,400.09211879718055
2018-05-09 10:05:00,395.7404325699557
2018-05-09 11:05:00,394.72695248366716
2018-05-09 12:05:00,403.2598973983962
2018-05-09 13:05:00,411.80485875426365
2018-05-09 14:05:00,413.5344014757832
2018-05-09 15:05:00,429.0706806113457
2018-05-09 16:05:00,443.77036912159275
2018-05-09 17:05:00,449.8514472679334
2018-05-09 18:05:00,464.91306234166626
2018-05-09 19:05:00,456.9111653866043
2018-05-09 20:05:00,449.2937466972822
2018-05-09 21:05:00,458.1780368669632
2018-05-09 22:05:00,443.2495753042882
2018-05-09 23:05:00,436.0153979038673
2018-05-10 00:05:00,436.06425683736137
2018-05-10 01:05:00,431.9472226324157
2018-05-10 02:05:00,406.3338593488444
2018-05-10 03:05:00,392.51163532709876
2018-05-10 04:05:00,373.4313225653084
2018-05-10 05:05:00,370.17774495038196
2018-05-10 06:05:00,369.716560857917
2018-05-10 07:05:00,365.6472394198397
2018-05-10 08:05:00,367.034950373478
2018-05-10 09:05:00,359.45377418139486
2018-05-10 10:05:00,385.33699946618856
2018-05-10 11:05:00,382.06256279213
2018-05-10 12:05:00,402.86657511170836
2018-05-10 13:05:00,418.7618146178255
2018-05-10 14:05:00,439.2255660109631
2018-05-10 15:05:00,451.4094496615049
2018-05-10 16:05:00,460.147655962271
2018-05-10 17:05:00,453.606875252584
2018-05-10 18:05:00,449.6369865065081
2018-05-10 19:05:00,432.93669404791206
2018-05-10 20:05:00,422.5528963316693
2018-05-10 21:05:00,426.776903914456
2018-05-10 22:05:00,432.9471593945387
2018-05-10 23:05:00,440.17677616592704
2018-05-11 00:05:00,448.4251756042144
2018-05-11 01:05:00,453.6830333237443
2018-05-11 02:05:00,447.1645584892717
2018-05-11 03:05:00,445.09590080881554
2018-05-11 04:05:00,437.3928800316581
2018-05-11 05:05:00,436.0338558741017
2018-05-11 06:05:00,436.6119340718661
2018-05-11 07:05:00,425.47548089080703
2018-05-11 08:05:00,425.26839772390963
2018-05-11 09:05:00,416.4826632405892
2018-05-11 10:05:00,381.9059450453128
2018-05-11 11:05:00,337.7011209775958
2018-05-11 12:05:00,344.1646192502716
2018-05-11 13:05:00,366.55148815335633
2018-05-11 14:05:00,376.8596357749122
2018-05-11 15:05:00,384.37029827922527
2018-05-11 16:05:00,380.160688629477
2018-05-11 17:05:00,386.17279737533687
2018-05-11 18:05:00,392.3707846343867
2018-05-11 19:05:00,399.9751931501721
2018-05-11 20:05:00,379.8686902543303
2018-05-11 21:05:00,387.1040681881111
2018-05-11 22:05:00,389.4604087521171
2018-05-11 23:05:00,385.69420420851105
2018-05-12 00:05:00,370.49383948577525
2018-05-12 01:05:00,366.8412950803683
2018-05-12 02:05:00,371.25251959722976
2018-05-12 03:05:00,369.66291547259056
2018-05-12 04:05:00,347.0699824188228
2018-05-12 05:05:00,336.18275513476425
2018-05-12 06:05:00,357.54216958981056
2018-05-12 07:05:00,362.3703510115567
2018-05-12 08:05:00,362.9851174654248
2018-05-12 09:05:00,361.9061355104827
2018-05-12 10:05:00,370.5164501960996
2018-05-12 11:05:00,391.5895188722746
2018-05-12 12:05:00,410.2881740302768
2018-05-12 13:05:00,427.24797646485627
2018-05-12 14:05:00,441.3735134340595
2018-05-12 15:05:00,437.32884409475446
2018-05-12 16:05:00,432.87368936764614
2018-05-12 17:05:00,424.77564285300645
2018-05-12 18:05:00,419.21554187955405
2018-05-12 19:05:00,379.82899156194486
2018-05-12 20:05:00,359.4043893408726
2018-05-12 21:05:00,361.86627941660055
2018-05-12 22:05:00,369.9647642954948
2018-05-12 23:05:00,359.33505126607633
2018-05-13 00:05:00,344.8354182500333
2018-05-13 01:05:00,362.4417615493407
2018-05-13 02:05:00,376.42268053902006
2018-05-13 03:05:00,388.1855743953138
2018-05-13 04:05:00,406.39954707602374
2018-05-13 05:05:00,403.39780638772277
2018-05-13 06:05:00,411.5362535982429
2018-05-13 07:05:00,411.0132406182667
2018-05-13 08:05:00,432.2471800618585
2018-05-13 09:05:00,427.83005258370315
2018-05-13 10:05:00,402.15410871175703
2018-05-13 11:05:00,378.86194765514324
2018-05-13 12:05:00,386.27008019025584
2018-05-13 13:05:00,372.1649491387417
2018-05-13 14:05:00,352.3221092014313
2018-05-13 15:05:00,339.0838053181912
2018-05-13 16:05:00,355.66627994610735
2018-05-13 17:05:00,361.61521855929294
2018-05-13 18:05:00,381.2039409449755
2018-05-13 19:05:00,404.8269429964053
2018-05-13 20:05:00,414.93736297040846
2018-05-13 21:05:00,409.664449936503
2018-05-13 22:05:00,400.5064377486535
2018-05-13 23:05:00,394.8439628429561
2018-05-14 00:05:00,383.42926628788763
2018-05-14 01:05:00,407.6227723803122
2018-05-14 02:05:00,421.22692492364564
2018-05-14 03:05:00,418.15174481017266
2018-05-14 04:05:00,417.8063536231532
2018-05-14 05:05:00,430.1237117396232
2018-05-14 06:05:00,438.87613070140424
2018-05-14 07:05:00,453.33172667686205
2018-05-14 08:05:00,465.2999418358864
2018-05-14 09:05:00,460.08167987038337
2018-05-14 10:05:00,451.5975023133399
2018-05-14 11:05:00,453.8735557530764
2018-05-14 12:05:00,430.17078171295867
2018-05-14 13:05:00,420.29406833402595
2018-05-14 14:05:00,408.9019775038623
2018-05-14 15:05:00,411.5170800040987
2018-05-14 16:05:00,391.6342111342483
2018-05-14 17:05:00,373.15202569511064
2018-05-14 18:05:00,366.8736618052796
2018-05-14 19:05:00,374.35254164338056
2018-05-14 20:05:00,356.38523613749356
2018-05-14 21:05:00,371.42622084615704
2018-05-14 22:05:00,385.0767399162977
2018-05-14 23:05:00,424.2733145128448
2018-05-15 00:05:00,432.953240544031
2018-05-15 01:05:00,444.27221023279355
2018-05-15 02:05:00,448.25962936596693
2018-05-15 03:05:00,458.2200874649068
2018-05-15 04:05:00,464.1032798676028
2018-05-15 05:05:00,444.368059284821
2018-05-15 06:05:00,444.7708159815259
2018-05-15 07:05:00,435.42774500819223
2018-05-15 08:05:00,422.70357555241316
2018-05-15 09:05:00,408.9702588747998
2018-05-15 10:05:00,401.113212559027
2018-05-15 11:05:00,384.4519274663447
2018-05-15 12:05:00,377.0533822858509
2018-05-15 13:05:00,372.09269873478974
2018-05-15 14:05:00,385.40719823436865
2018-05-15 15:05:00,384.01832220985216
2018-05-15 16:05:00,381.9332851529282
2018-05-15 17:05:00,401.18151776406296
2018-05-15 18:05:00,420.3126959529947
2018-05-15 19:05:00,423.20141529001245
2018-05-15 20:05:00,431.3708312192014
2018-05-15 21:05:00,421.38774883585455
2018-05-15 22:05:00,429.40334093991305
2018-05-15 23:05:00,434.53004902388585
2018-05-16 00:05:00,427.2173582679261
2018-05-16 01:05:00,418.8330565298702
2018-05-16 02:05:00,394.3786457608084
2018-05-16 03:05:00,376.5179572672587
2018-05-16 04:05:00,370.45230557413026
2018-05-16 05:05:00,373.3704440848729
2018-05-16 06:05:00,367.7163289240942
2018-05-16 07:05:00,370.4047252840488
2018-05-16 08:05:00,372.00335202474855
2018-05-16 09:05:00,358.27022398814256
2018-05-16 10:05:00,310.9820134663904
2018-05-16 11:05:00,351.11804248449033
2018-05-16 12:05:00,407.44668397660877
2018-05-16 13:05:00,389.6096754406308
2018-05-16 14:05:00,367.37744344061963
2018-05-16 15:05:00,389.9564018381733
2018-05-16 16:05:00,427.6835387978377
2018-05-16 17:05:00,424.88971639253293
2018-05-16 18:05:00,438.99205584757834
2018-05-16 19:05:00,444.00939877989714
2018-05-16 20:05:00,453.5977737601545
2018-05-16 21:05:00,448.9647007819084
2018-05-16 22:05:00,456.4295132312684
2018-05-16 23:05:00,465.2573061188446
2018-05-17 00:05:00,462.39481413707534
2018-05-17 01:05:00,453.26575289749496
2018-05-17 02:05:00,463.9724628052997
2018-05-17 03:05:00,459.55540232606126
2018-05-17 04:05:00,448.0457752995807
2018-05-17 05:05:00,446.2819762295518
2018-05-17 06:05:00,453.5287600510712
2018-05-17 07:05:00,458.006886098931
2018-05-17 08:05:00,452.6197034511447
2018-05-17 09:05:00,425.9612086713702
2018-05-17 10:05:00,428.7722164616267
2018-05-17 11:05:00,439.932553082663
2018-05-17 12:05:00,418.16296626894905
2018-05-17 13:05:00,423.63657379103705
2018-05-17 14:05:00,426.9772247789449
2018-05-17 15:05:00,431.2828909982543
2018-05-17 16:05:00,433.35112720602626
2018-05-17 17:05:00,432.1071896267123
2018-05-17 18:05:00,426.9436205291095
2018-05-17 19:05:00,439.8376485066276
2018-05-17 20:05:00,438.29612003723423
2018-05-17 21:05:00,420.2218578947142
2018-05-17 22:05:00,421.6867512299006
2018-05-17 23:05:00,417.5095504303907
2018-05-18 00:05:00,404.8225350527863
2018-05-18 01:05:00,404.9822194715373
2018-05-18 02:05:00,409.1794057146357
2018-05-18 03:05:00,424.1576876540613
2018-05-18 04:05:00,431.94428545357067
2018-05-18 05:05:00,429.2148006387206
2018-05-18 06:05:00,428.50916143349326
2018-05-18 07:05:00,420.8972500799699
2018-05-18 08:05:00,430.732165296328
2018-05-18 09:05:00,420.51011139497825
2018-05-18 10:05:00,437.9441490966386
2018-05-18 11:05:00,439.54738417948755
2018-05-18 12:05:00,424.4441907540151
2018-05-18 13:05:00,421.458754559965
2018-05-18 14:05:00,428.5881989140588
2018-05-18 15:05:00,414.6880789465534
2018-05-18 16:05:00,416.2430501190444
2018-05-18 17:05:00,419.84344932110554
2018-05-18 18:05:00,409.26812324193935
2018-05-18 19:05:00,397.40316082904457
2018-05-18 20:05:00,380.44490584789764
2018-05-18 21:05:00,366.1142277769686
2018-05-18 22:05:00,354.9926118201061
2018-05-18 23:05:00,339.70345281288957
2018-05-19 00:05:00,348.88160650304604
2018-05-19 01:05:00,366.3209989537281
2018-05-19 02:05:00,372.94510569510084
2018-05-19 03:05:00,362.63587988341067
